Companyname	attribute	value	fiscial_year	quarter	date_inserted	source	unit
Nelly	Nyttjanderättstillgångar	257.9	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Uppskjuten skattefordran	75.4	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Depositioner	11.2	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa anläggningstillgångar	434.8	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Varulager	174.5	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kortfristiga ej räntebärande fordringar	65.6	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Likvida medel	126.0	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa omsättningstillgångar	366.0	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa tillgångar	800.8	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa eget kapital	176.6	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avsättningar	0.0	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leasingskulder (lång)	177.8	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa långfristiga skulder	177.8	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leasingskulder (kort)	98.3	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leverantörsskulder	105.1	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Övriga skulder (kort)	102.9	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Upplupna kostnader och förutbetalda intäkter	140.1	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa kortfristiga skulder	446.5	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa eget kapital och skulder	800.8	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde löpande verksamheten före förändringar i rörelsekapitalet	11.7	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Förändringar i rörelsekapitalet	-16.2	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde från rörelsen	-4.5	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Investeringar i anläggningstillgångar	-9.6	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde till/från investeringsverksamheten	-9.6	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde till/från finansieringsverksamheten	-11.0	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Periodens förändring av likvida medel	-25.1	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättningstillväxt	-5.1	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Returgrad	33.4	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Lager som andel av nettoomsättning R12	16.6	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Försäljningsandel egna varumärken	39.9	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Lagerhanterings- och distributionskostnader som andel av nettoomsättningen	14.6	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Marknadsföringskostnader som andel av nettoomsättningen	9.6	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Antal aktiva kunder i Norden R12 (000)	943	2024	1	2026-04-02 13:20:48+00	report	st
Nelly	Antal besök i Norden (000)	19008	2024	1	2026-04-02 13:20:48+00	report	st
Nelly	Antal ordrar i Norden (000)	369	2024	1	2026-04-02 13:20:48+00	report	st
Nelly	Genomsnittlig kundkorg i Norden	810	2024	1	2026-04-02 13:20:48+00	report	SEK
Nelly	Konverteringsgrad i Norden	1.9	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Antal anställda	150	2024	1	2026-04-02 13:20:48+00	report	st
Nelly	Andel kvinnliga anställda	62	2024	1	2026-04-02 13:20:48+00	report	%
Nelly	Avskrivningar av materiella anläggningstillgångar	-1.2	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avskrivningar av immateriella anläggningstillgångar	-2.2	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avskrivningar (ej inkluderat IFRS 16)	-3.4	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avskrivningar av nyttjanderättstillgångar	-9.3	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avskrivningar (Inkluderat IFRS 16)	-12.7	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättning Sverige	112.6	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättning Norden inklusive Sverige	219.2	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättning Övriga världen	3.0	2024	1	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättning	314.1	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kostnad sålda varor	-142.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Bruttoresultat	171.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Bruttomarginal	54.7	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Lagerhanterings- och distributionskostnader	-42.1	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Marknadsföringskostnader	-40.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Administrations- och övriga rörelsekostnader	-58.5	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Rörelseresultat	30.5	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Rörelsemarginal	9.7	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Finansnetto	-4.0	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Resultat före skatt	26.4	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Skatt	0.3	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Resultat efter skatt	26.7	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Resultat per aktie	0.89	2024	2	2026-04-02 13:20:48+00	report	SEK
Nelly	Utestående aktier	30.0	2024	2	2026-04-02 13:20:48+00	report	Milj
Nelly	Goodwill	39.7	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Övriga immateriella anläggningstillgångar	39.6	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Materiella anläggningstillgångar	14.6	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nyttjanderättstillgångar	248.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Uppskjuten skattefordran	75.7	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Depositioner	8.0	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa anläggningstillgångar	426.6	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Varulager	155.8	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kortfristiga ej räntebärande fordringar	52.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Likvida medel	219.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa omsättningstillgångar	427.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa tillgångar	854.5	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa eget kapital	203.3	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Avsättningar	0.0	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leasingskulder (lång)	172.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa långfristiga skulder	172.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leasingskulder (kort)	96.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Leverantörsskulder	123.7	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Övriga skulder (kort)	110.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Upplupna kostnader och förutbetalda intäkter	148.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa kortfristiga skulder	478.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Summa eget kapital och skulder	854.5	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde löpande verksamheten före förändringar i rörelsekapitalet	38.4	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Förändringar i rörelsekapitalet	67.4	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde från rörelsen	105.8	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Investeringar i anläggningstillgångar	-7.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde till/från investeringsverksamheten	-7.2	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Kassaflöde till/från finansieringsverksamheten	-4.7	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Periodens förändring av likvida medel	93.9	2024	2	2026-04-02 13:20:48+00	report	MSEK
Nelly	Nettoomsättningstillväxt	8.8	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Returgrad	31.3	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Lager som andel av nettoomsättning R12	14.5	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Försäljningsandel egna varumärken	43.8	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Lagerhanterings- och distributionskostnader som andel av nettoomsättningen	13.4	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Marknadsföringskostnader som andel av nettoomsättningen	13.0	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Antal aktiva kunder i Norden R12 (000)	926	2024	2	2026-04-02 13:20:48+00	report	st
Nelly	Antal besök i Norden (000)	24826	2024	2	2026-04-02 13:20:48+00	report	st
Nelly	Antal ordrar i Norden (000)	502	2024	2	2026-04-02 13:20:48+00	report	st
Nelly	Genomsnittlig kundkorg i Norden	809	2024	2	2026-04-02 13:20:48+00	report	SEK
Nelly	Konverteringsgrad i Norden	2.0	2024	2	2026-04-02 13:20:48+00	report	%
Nelly	Antal anställda	151	2024	2	2026-04-02 13:20:48+00	report	st
